dataset;rule_id;assert_test;rule_text;rule_type
qs_data;10009;not(exists(APOPLEX/@value)) or string-length(xs:string(APOPLEX/@value)) = 0 or xs:string(APOPLEX/@value) = '';Im Pflichtfeld [8: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Apoplex gekommen?'] ist kein Wert angegeben;ERROR
qs_data;10010;not(exists(FRAKTUR/@value)) or string-length(xs:string(FRAKTUR/@value)) = 0 or xs:string(FRAKTUR/@value) = '';Im Pflichtfeld [10: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Fraktur gekommen?'] ist kein Wert angegeben;ERROR
qs_data;10011;not(exists(HERZINFARKT/@value)) or string-length(xs:string(HERZINFARKT/@value)) = 0 or xs:string(HERZINFARKT/@value) = '';Im Pflichtfeld [12: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Herzinfarkt gekommen?'] ist kein Wert angegeben;ERROR
qs_data;10012;not(exists(AMPUTATION/@value)) or string-length(xs:string(AMPUTATION/@value)) = 0 or xs:string(AMPUTATION/@value) = '';Im Pflichtfeld [14: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Amputation gekommen?'] ist kein Wert angegeben;ERROR
qs_data;10013;not(exists(KHBEHANDLUNG/@value)) or string-length(xs:string(KHBEHANDLUNG/@value)) = 0 or xs:string(KHBEHANDLUNG/@value) = '';Im Pflichtfeld [16: 'Wurde der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in einem Krankenhaus behandelt?'] ist kein Wert angegeben;ERROR
qs_data;10015;not(exists(BEWUSSTSEINSZUSTAND/@value)) or string-length(xs:string(BEWUSSTSEINSZUSTAND/@value)) = 0 or xs:string(BEWUSSTSEINSZUSTAND/@value) = '';Im Pflichtfeld [19: 'Bewusstseinszustand des Bewohners bzw. der Bewohnerin'] ist kein Wert angegeben;ERROR
qs_data;10016;not(exists(MOBILUMSETZEN/@value)) or string-length(xs:string(MOBILUMSETZEN/@value)) = 0 or xs:string(MOBILUMSETZEN/@value) = '';Im Pflichtfeld [23: 'Sich Umsetzen'] ist kein Wert angegeben;ERROR
qs_data;10017;not(exists(KKFERINNERN/@value)) or string-length(xs:string(KKFERINNERN/@value)) = 0 or xs:string(KKFERINNERN/@value) = '';Im Pflichtfeld [29: 'Sich Erinnern'] ist kein Wert angegeben;ERROR
qs_data;10018;not(exists(SVKOPF/@value)) or string-length(xs:string(SVKOPF/@value)) = 0 or xs:string(SVKOPF/@value) = '';Im Pflichtfeld [43: 'Körperpflege im Bereich des Kopfes'] ist kein Wert angegeben;ERROR
qs_data;10019;every $v in DIAGNOSEN/@value satisfies not(exists($v)) or string-length(xs:string($v)) = 0 or xs:string($v) = '';Im Pflichtfeld [20: 'Ärztliche Diagnosen für den Bewohner bzw. die Bewohnerin'] ist kein Wert angegeben;ERROR
qs_data;10020;not(exists(MOBILPOSWECHSEL/@value)) or string-length(xs:string(MOBILPOSWECHSEL/@value)) = 0 or xs:string(MOBILPOSWECHSEL/@value) = '';Im Pflichtfeld [21: 'Positionswechsel im Bett'] ist kein Wert angegeben;ERROR
qs_data;10021;not(exists(MOBILSITZPOSITION/@value)) or string-length(xs:string(MOBILSITZPOSITION/@value)) = 0 or xs:string(MOBILSITZPOSITION/@value) = '';Im Pflichtfeld [22: 'Halten einer stabilen Sitzposition'] ist kein Wert angegeben;ERROR
qs_data;10022;not(exists(MOBILFORTBEWEGUNG/@value)) or string-length(xs:string(MOBILFORTBEWEGUNG/@value)) = 0 or xs:string(MOBILFORTBEWEGUNG/@value) = '';Im Pflichtfeld [24: 'Fortbewegen innerhalb des Wohnbereichs'] ist kein Wert angegeben;ERROR
qs_data;10023;not(exists(MOBILTREPPENSTEIGEN/@value)) or string-length(xs:string(MOBILTREPPENSTEIGEN/@value)) = 0 or xs:string(MOBILTREPPENSTEIGEN/@value) = '';Im Pflichtfeld [25: 'Treppensteigen'] ist kein Wert angegeben;ERROR
qs_data;10024;not(exists(KKFERKENNEN/@value)) or string-length(xs:string(KKFERKENNEN/@value)) = 0 or xs:string(KKFERKENNEN/@value) = '';Im Pflichtfeld [26: 'Erkennen von Personen aus dem näheren Umfeld'] ist kein Wert angegeben;ERROR
qs_data;10025;not(exists(KKFORIENTOERTLICH/@value)) or string-length(xs:string(KKFORIENTOERTLICH/@value)) = 0 or xs:string(KKFORIENTOERTLICH/@value) = '';Im Pflichtfeld [27: 'Örtliche Orientierung'] ist kein Wert angegeben;ERROR
qs_data;10026;not(exists(KKFORIENTZEITLICH/@value)) or string-length(xs:string(KKFORIENTZEITLICH/@value)) = 0 or xs:string(KKFORIENTZEITLICH/@value) = '';Im Pflichtfeld [28: 'Zeitliche Orientierung'] ist kein Wert angegeben;ERROR
qs_data;10027;not(exists(KKFHANDLUNGEN/@value)) or string-length(xs:string(KKFHANDLUNGEN/@value)) = 0 or xs:string(KKFHANDLUNGEN/@value) = '';Im Pflichtfeld [30: 'Steuern von mehrschrittigen Alltagshandlungen'] ist kein Wert angegeben;ERROR
qs_data;10028;not(exists(KKFENTSCHEIDUNGEN/@value)) or string-length(xs:string(KKFENTSCHEIDUNGEN/@value)) = 0 or xs:string(KKFENTSCHEIDUNGEN/@value) = '';Im Pflichtfeld [31: 'Treffen von Entscheidungen im Alltagsleben'] ist kein Wert angegeben;ERROR
qs_data;10029;not(exists(KKFVERSTEHENINFO/@value)) or string-length(xs:string(KKFVERSTEHENINFO/@value)) = 0 or xs:string(KKFVERSTEHENINFO/@value) = '';Im Pflichtfeld [32: 'Verstehen von Sachverhalten und Informationen'] ist kein Wert angegeben;ERROR
qs_data;10030;not(exists(KKFGEFAHRERKENNEN/@value)) or string-length(xs:string(KKFGEFAHRERKENNEN/@value)) = 0 or xs:string(KKFGEFAHRERKENNEN/@value) = '';Im Pflichtfeld [33: 'Erkennen von Risiken und Gefahren'] ist kein Wert angegeben;ERROR
qs_data;10031;not(exists(KKFMITTEILEN/@value)) or string-length(xs:string(KKFMITTEILEN/@value)) = 0 or xs:string(KKFMITTEILEN/@value) = '';Im Pflichtfeld [34: 'Mitteilen von elementaren Bedürfnissen'] ist kein Wert angegeben;ERROR
qs_data;10032;not(exists(KKFVERSTEHENAUF/@value)) or string-length(xs:string(KKFVERSTEHENAUF/@value)) = 0 or xs:string(KKFVERSTEHENAUF/@value) = '';Im Pflichtfeld [35: 'Verstehen von Aufforderungen'] ist kein Wert angegeben;ERROR
qs_data;10033;not(exists(KKFBETEILIGUNG/@value)) or string-length(xs:string(KKFBETEILIGUNG/@value)) = 0 or xs:string(KKFBETEILIGUNG/@value) = '';Im Pflichtfeld [36: 'Beteiligung an einem Gespräch'] ist kein Wert angegeben;ERROR
qs_data;10034;not(exists(SVESSEN/@value)) or string-length(xs:string(SVESSEN/@value)) = 0 or xs:string(SVESSEN/@value) = '';Im Pflichtfeld [49: 'Essen'] ist kein Wert angegeben;ERROR
qs_data;10035;not(exists(SVTRINKEN/@value)) or string-length(xs:string(SVTRINKEN/@value)) = 0 or xs:string(SVTRINKEN/@value) = '';Im Pflichtfeld [50: 'Trinken'] ist kein Wert angegeben;ERROR
qs_data;10036;not(exists(SVERNAEHRUNG/@value)) or string-length(xs:string(SVERNAEHRUNG/@value)) = 0 or xs:string(SVERNAEHRUNG/@value) = '';Im Pflichtfeld [37: 'Erfolgt die Ernährung des Bewohners bzw. der Bewohnerin parenteral oder über eine Sonde?'] ist kein Wert angegeben;ERROR
qs_data;10037;not(exists(SVHARNKONTINENZ/@value)) or string-length(xs:string(SVHARNKONTINENZ/@value)) = 0 or xs:string(SVHARNKONTINENZ/@value) = '';Im Pflichtfeld [40: 'Blasenkontrolle/Harnkontinenz'] ist kein Wert angegeben;ERROR
qs_data;10038;not(exists(SVSTUHLKONTINENZ/@value)) or string-length(xs:string(SVSTUHLKONTINENZ/@value)) = 0 or xs:string(SVSTUHLKONTINENZ/@value) = '';Im Pflichtfeld [41: 'Darmkontrolle/Stuhlkontinenz'] ist kein Wert angegeben;ERROR
qs_data;10039;not(exists(SVOBERKOERPER/@value)) or string-length(xs:string(SVOBERKOERPER/@value)) = 0 or xs:string(SVOBERKOERPER/@value) = '';Im Pflichtfeld [42: 'Waschen des vorderen Oberkörpers'] ist kein Wert angegeben;ERROR
qs_data;10040;not(exists(SVINTIMBEREICH/@value)) or string-length(xs:string(SVINTIMBEREICH/@value)) = 0 or xs:string(SVINTIMBEREICH/@value) = '';Im Pflichtfeld [44: 'Waschen des Intimbereichs'] ist kein Wert angegeben;ERROR
qs_data;10041;not(exists(SVDUSCHENBADEN/@value)) or string-length(xs:string(SVDUSCHENBADEN/@value)) = 0 or xs:string(SVDUSCHENBADEN/@value) = '';Im Pflichtfeld [45: 'Duschen oder Baden einschließlich Waschen der Haare'] ist kein Wert angegeben;ERROR
qs_data;10042;not(exists(SVANAUSOBERKOERPER/@value)) or string-length(xs:string(SVANAUSOBERKOERPER/@value)) = 0 or xs:string(SVANAUSOBERKOERPER/@value) = '';Im Pflichtfeld [46: 'An- und Auskleiden des Oberkörpers'] ist kein Wert angegeben;ERROR
qs_data;10043;not(exists(SVANAUSUNTERKOERPER/@value)) or string-length(xs:string(SVANAUSUNTERKOERPER/@value)) = 0 or xs:string(SVANAUSUNTERKOERPER/@value) = '';Im Pflichtfeld [47: 'An- und Auskleiden des Unterkörpers'] ist kein Wert angegeben;ERROR
qs_data;10044;not(exists(SVNAHRUNGZUBEREITEN/@value)) or string-length(xs:string(SVNAHRUNGZUBEREITEN/@value)) = 0 or xs:string(SVNAHRUNGZUBEREITEN/@value) = '';Im Pflichtfeld [48: 'Mundgerechtes Zubereiten der Nahrung, Eingießen von Getränken'] ist kein Wert angegeben;ERROR
qs_data;10045;not(exists(SVTOILETTE/@value)) or string-length(xs:string(SVTOILETTE/@value)) = 0 or xs:string(SVTOILETTE/@value) = '';Im Pflichtfeld [51: 'Benutzen einer Toilette oder eines Toilettenstuhls'] ist kein Wert angegeben;ERROR
qs_data;10046;not(exists(GATAGESABLAUF/@value)) or string-length(xs:string(GATAGESABLAUF/@value)) = 0 or xs:string(GATAGESABLAUF/@value) = '';Im Pflichtfeld [54: 'Tagesablauf gestalten und an Veränderungen anpassen'] ist kein Wert angegeben;ERROR
qs_data;10047;not(exists(GARUHENSCHLAFEN/@value)) or string-length(xs:string(GARUHENSCHLAFEN/@value)) = 0 or xs:string(GARUHENSCHLAFEN/@value) = '';Im Pflichtfeld [55: 'Ruhen und Schlafen'] ist kein Wert angegeben;ERROR
qs_data;10048;not(exists(GABESCHAEFTIGEN/@value)) or string-length(xs:string(GABESCHAEFTIGEN/@value)) = 0 or xs:string(GABESCHAEFTIGEN/@value) = '';Im Pflichtfeld [56: 'Sich beschäftigen'] ist kein Wert angegeben;ERROR
qs_data;10049;not(exists(GAPLANUNGEN/@value)) or string-length(xs:string(GAPLANUNGEN/@value)) = 0 or xs:string(GAPLANUNGEN/@value) = '';Im Pflichtfeld [57: 'In die Zukunft gerichtete Planungen vornehmen'] ist kein Wert angegeben;ERROR
qs_data;10050;not(exists(GAINTERAKTION/@value)) or string-length(xs:string(GAINTERAKTION/@value)) = 0 or xs:string(GAINTERAKTION/@value) = '';Im Pflichtfeld [58: 'Interaktion mit Personen im direkten Kontakt'] ist kein Wert angegeben;ERROR
qs_data;10051;not(exists(GAKONTAKTPFLEGE/@value)) or string-length(xs:string(GAKONTAKTPFLEGE/@value)) = 0 or xs:string(GAKONTAKTPFLEGE/@value) = '';Im Pflichtfeld [59: 'Kontaktpflege zu Personen außerhalb des direkten Umfeldes'] ist kein Wert angegeben;ERROR
qs_data;10052;not(exists(DEKUBITUS/@value)) or string-length(xs:string(DEKUBITUS/@value)) = 0 or xs:string(DEKUBITUS/@value) = '';Im Pflichtfeld [60: 'Hatte der Bewohner bzw. die Bewohnerin in der Zeit seit der letzten Ergebniserfassung einen Dekubitus?'] ist kein Wert angegeben;ERROR
qs_data;10054;every $v in KOERPERGEWICHTDOKU/@value satisfies not(exists($v)) or string-length(xs:string($v)) = 0 or xs:string($v) = '';Im Pflichtfeld [70: 'Welche der aufgeführten Punkte trafen laut Pflegedokumentation für den Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung zu?'] ist kein Wert angegeben;ERROR
qs_data;10055;not(exists(STURZ/@value)) or string-length(xs:string(STURZ/@value)) = 0 or xs:string(STURZ/@value) = '';Im Pflichtfeld [71: 'Ist der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in der Einrichtung gestürzt?'] ist kein Wert angegeben;ERROR
qs_data;10056;not(exists(GURT/@value)) or string-length(xs:string(GURT/@value)) = 0 or xs:string(GURT/@value) = '';Im Pflichtfeld [73: 'Wurden bei dem Bewohner bzw. der Bewohnerin in den vergangenen 4 Wochen Gurte angewendet?'] ist kein Wert angegeben;ERROR
qs_data;10057;not(exists(SEITENTEILE/@value)) or string-length(xs:string(SEITENTEILE/@value)) = 0 or xs:string(SEITENTEILE/@value) = '';Im Pflichtfeld [74: 'Wurden bei dem Bewohner bzw. der Bewohnerin in den vergangenen 4 Wochen Bettseitenteile angewendet?'] ist kein Wert angegeben;ERROR
qs_data;10058;not(exists(SCHMERZEN/@value)) or string-length(xs:string(SCHMERZEN/@value)) = 0 or xs:string(SCHMERZEN/@value) = '';Im Pflichtfeld [75: 'Liegen bei dem Bewohner bzw. der Bewohnerin Anzeichen für länger andauernde Schmerzen vor (z.B. Äußerungen des Bewohners bzw. der Bewohnerin oder Einnahme von Analgetika)?'] ist kein Wert angegeben;ERROR
qs_data;10059;not(exists(NEUEINZUG/@value)) or string-length(xs:string(NEUEINZUG/@value)) = 0 or xs:string(NEUEINZUG/@value) = '';Im Pflichtfeld [80: 'Ist der Bewohner bzw. die Bewohnerin nach der letzten Ergebniserfassung neu in die Einrichtung eingezogen?'] ist kein Wert angegeben;ERROR
qs_data;20001;exists(GEBURTSMONAT/@value) and not(xs:string(GEBURTSMONAT/@value) = ('1','2','3','4','5','6','7','8','9','10','11','12'));Der Wert des Datenfeldes [5: 'Geburtsmonat'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 1 bis 12;ERROR
qs_data;20003;exists(PFLEGEGRAD/@value) and not(xs:string(PFLEGEGRAD/@value) = ('0','1'));Der Wert des Datenfeldes [7: 'Ist ein Pflegegrad vorhanden?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20004;exists(APOPLEX/@value) and not(xs:string(APOPLEX/@value) = ('0','1'));Der Wert des Datenfeldes [8: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Apoplex gekommen?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20005;exists(FRAKTUR/@value) and not(xs:string(FRAKTUR/@value) = ('0','1'));Der Wert des Datenfeldes [10: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Fraktur gekommen?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20006;exists(HERZINFARKT/@value) and not(xs:string(HERZINFARKT/@value) = ('0','1'));Der Wert des Datenfeldes [12: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Herzinfarkt gekommen?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20007;exists(AMPUTATION/@value) and not(xs:string(AMPUTATION/@value) = ('0','1'));Der Wert des Datenfeldes [14: 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Amputation gekommen?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20008;exists(KHBEHANDLUNG/@value) and not(xs:string(KHBEHANDLUNG/@value) = ('0','1','2'));Der Wert des Datenfeldes [16: 'Wurde der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in einem Krankenhaus behandelt?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1 oder 2;ERROR
qs_data;20010;exists(BEWUSSTSEINSZUSTAND/@value) and not(xs:string(BEWUSSTSEINSZUSTAND/@value) = ('1','2','3','4','5'));Der Wert des Datenfeldes [19: 'Bewusstseinszustand des Bewohners bzw. der Bewohnerin'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 1, 2, 3, 4 oder 5;ERROR
qs_data;20011;some $v in DIAGNOSEN/@value satisfies not(xs:string($v) = ('0','1','2','3','4'));Mindestens eine Angabe im Datenfeld [20: 'Ärztliche Diagnosen für den Bewohner bzw. die Bewohnerin'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2, 3 oder 4;ERROR
qs_data;20012;exists(MOBILPOSWECHSEL/@value) and not(xs:string(MOBILPOSWECHSEL/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [21: 'Positionswechsel im Bett'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20013;exists(MOBILSITZPOSITION/@value) and not(xs:string(MOBILSITZPOSITION/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [22: 'Halten einer stabilen Sitzposition'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20014;exists(MOBILUMSETZEN/@value) and not(xs:string(MOBILUMSETZEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [23: 'Sich Umsetzen'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20015;exists(MOBILFORTBEWEGUNG/@value) and not(xs:string(MOBILFORTBEWEGUNG/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [24: 'Fortbewegen innerhalb des Wohnbereichs'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20016;exists(MOBILTREPPENSTEIGEN/@value) and not(xs:string(MOBILTREPPENSTEIGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [25: 'Treppensteigen'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20017;exists(KKFERKENNEN/@value) and not(xs:string(KKFERKENNEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [26: 'Erkennen von Personen aus dem näheren Umfeld'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20018;exists(KKFORIENTOERTLICH/@value) and not(xs:string(KKFORIENTOERTLICH/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [27: 'Örtliche Orientierung'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20019;exists(KKFORIENTZEITLICH/@value) and not(xs:string(KKFORIENTZEITLICH/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [28: 'Zeitliche Orientierung'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20020;exists(KKFERINNERN/@value) and not(xs:string(KKFERINNERN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [29: 'Sich Erinnern'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20021;exists(KKFHANDLUNGEN/@value) and not(xs:string(KKFHANDLUNGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [30: 'Steuern von mehrschrittigen Alltagshandlungen'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20022;exists(KKFENTSCHEIDUNGEN/@value) and not(xs:string(KKFENTSCHEIDUNGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [31: 'Treffen von Entscheidungen im Alltagsleben'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20023;exists(KKFVERSTEHENINFO/@value) and not(xs:string(KKFVERSTEHENINFO/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [32: 'Verstehen von Sachverhalten und Informationen'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20024;exists(KKFGEFAHRERKENNEN/@value) and not(xs:string(KKFGEFAHRERKENNEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [33: 'Erkennen von Risiken und Gefahren'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20025;exists(KKFMITTEILEN/@value) and not(xs:string(KKFMITTEILEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [34: 'Mitteilen von elementaren Bedürfnissen'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20026;exists(KKFVERSTEHENAUF/@value) and not(xs:string(KKFVERSTEHENAUF/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [35: 'Verstehen von Aufforderungen'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20027;exists(KKFBETEILIGUNG/@value) and not(xs:string(KKFBETEILIGUNG/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [36: 'Beteiligung an einem Gespräch'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20028;exists(SVERNAEHRUNG/@value) and not(xs:string(SVERNAEHRUNG/@value) = ('0','1'));Der Wert des Datenfeldes [37: 'Erfolgt die Ernährung des Bewohners bzw. der Bewohnerin parenteral oder über eine Sonde?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20029;exists(SVFREMDHILFE/@value) and not(xs:string(SVFREMDHILFE/@value) = ('0','1'));Der Wert des Datenfeldes [38: 'Erfolgt die Bedienung selbständig oder mit Fremdhilfe?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0 oder 1;ERROR
qs_data;20030;exists(SVERNAEHRUNGUMFANG/@value) and not(xs:string(SVERNAEHRUNGUMFANG/@value) = ('0','6','3'));Der Wert des Datenfeldes [39: 'In welchem Umfang erfolgt eine künstliche Ernährung?'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 3 oder 6;ERROR
qs_data;20031;exists(SVHARNKONTINENZ/@value) and not(xs:string(SVHARNKONTINENZ/@value) = ('0','1','2','3','4'));Der Wert des Datenfeldes [40: 'Blasenkontrolle/Harnkontinenz'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2, 3 oder 4;ERROR
qs_data;20032;exists(SVSTUHLKONTINENZ/@value) and not(xs:string(SVSTUHLKONTINENZ/@value) = ('0','1','2','3','4'));Der Wert des Datenfeldes [41: 'Darmkontrolle/Stuhlkontinenz'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2, 3 oder 4;ERROR
qs_data;20033;exists(SVOBERKOERPER/@value) and not(xs:string(SVOBERKOERPER/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [42: 'Waschen des vorderen Oberkörpers'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20034;exists(SVKOPF/@value) and not(xs:string(SVKOPF/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [43: 'Körperpflege im Bereich des Kopfes'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
qs_data;20035;exists(SVINTIMBEREICH/@value) and not(xs:string(SVINTIMBEREICH/@value) = ('0','1','2','3'));Der Wert des Datenfeldes [44: 'Waschen des Intimbereichs'] entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte = 0, 1, 2 oder 3;ERROR
