dataset;rule_id;assert_test;rule_text;rule_type
qs_data;10015;not(exists(BEWUSSTSEINSZUSTAND/@value)) or string-length(xs:string(BEWUSSTSEINSZUSTAND/@value)) = 0 or xs:string(BEWUSSTSEINSZUSTAND/@value) = '';Das Datenfeld 'Bewusstseinszustand des Bewohners bzw. der Bewohnerin' ist nicht ausgefüllt;ERROR
qs_data;10016;not(exists(MOBILUMSETZEN/@value)) or string-length(xs:string(MOBILUMSETZEN/@value)) = 0 or xs:string(MOBILUMSETZEN/@value) = '';Das Datenfeld 'Sich Umsetzen' ist nicht ausgefüllt;ERROR
qs_data;10017;not(exists(KKFERINNERN/@value)) or string-length(xs:string(KKFERINNERN/@value)) = 0 or xs:string(KKFERINNERN/@value) = '';Das Datenfeld 'Sich Erinnern' ist nicht ausgefüllt;ERROR
qs_data;10018;not(exists(SVKOPF/@value)) or string-length(xs:string(SVKOPF/@value)) = 0 or xs:string(SVKOPF/@value) = '';Das Datenfeld 'Körperpflege im Bereich des Kopfes' ist nicht ausgefüllt;ERROR
qs_data;10019;every $v in DIAGNOSEN/@value satisfies not(exists($v)) or string-length(xs:string($v)) = 0 or xs:string($v) = '';Das Datenfeld 'Ärztliche Diagnosen für den Bewohner bzw. die Bewohnerin' ist nicht ausgefüllt;ERROR
qs_data;10020;not(exists(MOBILPOSWECHSEL/@value)) or string-length(xs:string(MOBILPOSWECHSEL/@value)) = 0 or xs:string(MOBILPOSWECHSEL/@value) = '';Das Datenfeld 'Positionswechsel im Bett' ist nicht ausgefüllt;ERROR
qs_data;10021;not(exists(MOBILSITZPOSITION/@value)) or string-length(xs:string(MOBILSITZPOSITION/@value)) = 0 or xs:string(MOBILSITZPOSITION/@value) = '';Das Datenfeld 'Halten einer stabilen Sitzposition' ist nicht ausgefüllt;ERROR
qs_data;10022;not(exists(MOBILFORTBEWEGUNG/@value)) or string-length(xs:string(MOBILFORTBEWEGUNG/@value)) = 0 or xs:string(MOBILFORTBEWEGUNG/@value) = '';Das Datenfeld 'Fortbewegen innerhalb des Wohnbereichs' ist nicht ausgefüllt;ERROR
qs_data;10023;not(exists(MOBILTREPPENSTEIGEN/@value)) or string-length(xs:string(MOBILTREPPENSTEIGEN/@value)) = 0 or xs:string(MOBILTREPPENSTEIGEN/@value) = '';Das Datenfeld 'Treppensteigen' ist nicht ausgefüllt;ERROR
qs_data;10024;not(exists(KKFERKENNEN/@value)) or string-length(xs:string(KKFERKENNEN/@value)) = 0 or xs:string(KKFERKENNEN/@value) = '';Das Datenfeld 'Erkennen von Personen aus dem näheren Umfeld' ist nicht ausgefüllt;ERROR
qs_data;10025;not(exists(KKFORIENTOERTLICH/@value)) or string-length(xs:string(KKFORIENTOERTLICH/@value)) = 0 or xs:string(KKFORIENTOERTLICH/@value) = '';Das Datenfeld 'Örtliche Orientierung' ist nicht ausgefüllt;ERROR
qs_data;10026;not(exists(KKFORIENTZEITLICH/@value)) or string-length(xs:string(KKFORIENTZEITLICH/@value)) = 0 or xs:string(KKFORIENTZEITLICH/@value) = '';Das Datenfeld 'Zeitliche Orientierung' ist nicht ausgefüllt;ERROR
qs_data;10027;not(exists(KKFHANDLUNGEN/@value)) or string-length(xs:string(KKFHANDLUNGEN/@value)) = 0 or xs:string(KKFHANDLUNGEN/@value) = '';Das Datenfeld 'Steuern von mehrschrittigen Alltagshandlungen' ist nicht ausgefüllt;ERROR
qs_data;10028;not(exists(KKFENTSCHEIDUNGEN/@value)) or string-length(xs:string(KKFENTSCHEIDUNGEN/@value)) = 0 or xs:string(KKFENTSCHEIDUNGEN/@value) = '';Das Datenfeld 'Treffen von Entscheidungen im Alltagsleben' ist nicht ausgefüllt;ERROR
qs_data;10029;not(exists(KKFVERSTEHENINFO/@value)) or string-length(xs:string(KKFVERSTEHENINFO/@value)) = 0 or xs:string(KKFVERSTEHENINFO/@value) = '';Das Datenfeld 'Verstehen von Sachverhalten und Informationen' ist nicht ausgefüllt;ERROR
qs_data;10030;not(exists(KKFGEFAHRERKENNEN/@value)) or string-length(xs:string(KKFGEFAHRERKENNEN/@value)) = 0 or xs:string(KKFGEFAHRERKENNEN/@value) = '';Das Datenfeld 'Erkennen von Risiken und Gefahren' ist nicht ausgefüllt;ERROR
qs_data;10031;not(exists(KKFMITTEILEN/@value)) or string-length(xs:string(KKFMITTEILEN/@value)) = 0 or xs:string(KKFMITTEILEN/@value) = '';Das Datenfeld 'Mitteilen von elementaren Bedürfnissen' ist nicht ausgefüllt;ERROR
qs_data;10032;not(exists(KKFVERSTEHENAUF/@value)) or string-length(xs:string(KKFVERSTEHENAUF/@value)) = 0 or xs:string(KKFVERSTEHENAUF/@value) = '';Das Datenfeld 'Verstehen von Aufforderungen' ist nicht ausgefüllt;ERROR
qs_data;10033;not(exists(KKFBETEILIGUNG/@value)) or string-length(xs:string(KKFBETEILIGUNG/@value)) = 0 or xs:string(KKFBETEILIGUNG/@value) = '';Das Datenfeld 'Beteiligung an einem Gespräch' ist nicht ausgefüllt;ERROR
qs_data;10034;not(exists(SVESSEN/@value)) or string-length(xs:string(SVESSEN/@value)) = 0 or xs:string(SVESSEN/@value) = '';Das Datenfeld 'Essen' ist nicht ausgefüllt;ERROR
qs_data;10035;not(exists(SVTRINKEN/@value)) or string-length(xs:string(SVTRINKEN/@value)) = 0 or xs:string(SVTRINKEN/@value) = '';Das Datenfeld 'Trinken' ist nicht ausgefüllt;ERROR
qs_data;10036;not(exists(SVERNAEHRUNG/@value)) or string-length(xs:string(SVERNAEHRUNG/@value)) = 0 or xs:string(SVERNAEHRUNG/@value) = '';Das Datenfeld 'Erfolgt die Ernährung des Bewohners bzw. der Bewohnerin parenteral oder über eine Sonde?' ist nicht ausgefüllt;ERROR
qs_data;10037;not(exists(SVHARNKONTINENZ/@value)) or string-length(xs:string(SVHARNKONTINENZ/@value)) = 0 or xs:string(SVHARNKONTINENZ/@value) = '';Das Datenfeld 'Blasenkontrolle/Harnkontinenz' ist nicht ausgefüllt;ERROR
qs_data;10038;not(exists(SVSTUHLKONTINENZ/@value)) or string-length(xs:string(SVSTUHLKONTINENZ/@value)) = 0 or xs:string(SVSTUHLKONTINENZ/@value) = '';Das Datenfeld 'Darmkontrolle/Stuhlkontinenz' ist nicht ausgefüllt;ERROR
qs_data;10039;not(exists(SVOBERKOERPER/@value)) or string-length(xs:string(SVOBERKOERPER/@value)) = 0 or xs:string(SVOBERKOERPER/@value) = '';Das Datenfeld 'Waschen des vorderen Oberkörpers' ist nicht ausgefüllt;ERROR
qs_data;10040;not(exists(SVINTIMBEREICH/@value)) or string-length(xs:string(SVINTIMBEREICH/@value)) = 0 or xs:string(SVINTIMBEREICH/@value) = '';Das Datenfeld 'Waschen des Intimbereichs' ist nicht ausgefüllt;ERROR
qs_data;10041;not(exists(SVDUSCHENBADEN/@value)) or string-length(xs:string(SVDUSCHENBADEN/@value)) = 0 or xs:string(SVDUSCHENBADEN/@value) = '';Das Datenfeld 'Duschen oder Baden einschließlich Waschen der Haare' ist nicht ausgefüllt;ERROR
qs_data;10042;not(exists(SVANAUSOBERKOERPER/@value)) or string-length(xs:string(SVANAUSOBERKOERPER/@value)) = 0 or xs:string(SVANAUSOBERKOERPER/@value) = '';Das Datenfeld 'An- und Auskleiden des Oberkörpers' ist nicht ausgefüllt;ERROR
qs_data;10043;not(exists(SVANAUSUNTERKOERPER/@value)) or string-length(xs:string(SVANAUSUNTERKOERPER/@value)) = 0 or xs:string(SVANAUSUNTERKOERPER/@value) = '';Das Datenfeld 'An- und Auskleiden des Unterkörpers' ist nicht ausgefüllt;ERROR
qs_data;10044;not(exists(SVNAHRUNGZUBEREITEN/@value)) or string-length(xs:string(SVNAHRUNGZUBEREITEN/@value)) = 0 or xs:string(SVNAHRUNGZUBEREITEN/@value) = '';Das Datenfeld 'Mundgerechtes Zubereiten der Nahrung, Eingießen von Getränken' ist nicht ausgefüllt;ERROR
qs_data;10045;not(exists(SVTOILETTE/@value)) or string-length(xs:string(SVTOILETTE/@value)) = 0 or xs:string(SVTOILETTE/@value) = '';Das Datenfeld 'Benutzen einer Toilette oder eines Toilettenstuhls' ist nicht ausgefüllt;ERROR
qs_data;10046;not(exists(GATAGESABLAUF/@value)) or string-length(xs:string(GATAGESABLAUF/@value)) = 0 or xs:string(GATAGESABLAUF/@value) = '';Das Datenfeld 'Tagesablauf gestalten und an Veränderungen anpassen' ist nicht ausgefüllt;ERROR
qs_data;10047;not(exists(GARUHENSCHLAFEN/@value)) or string-length(xs:string(GARUHENSCHLAFEN/@value)) = 0 or xs:string(GARUHENSCHLAFEN/@value) = '';Das Datenfeld 'Ruhen und Schlafen' ist nicht ausgefüllt;ERROR
qs_data;10048;not(exists(GABESCHAEFTIGEN/@value)) or string-length(xs:string(GABESCHAEFTIGEN/@value)) = 0 or xs:string(GABESCHAEFTIGEN/@value) = '';Das Datenfeld 'Sich beschäftigen' ist nicht ausgefüllt;ERROR
qs_data;10049;not(exists(GAPLANUNGEN/@value)) or string-length(xs:string(GAPLANUNGEN/@value)) = 0 or xs:string(GAPLANUNGEN/@value) = '';Das Datenfeld 'In die Zukunft gerichtete Planungen vornehmen' ist nicht ausgefüllt;ERROR
qs_data;10050;not(exists(GAINTERAKTION/@value)) or string-length(xs:string(GAINTERAKTION/@value)) = 0 or xs:string(GAINTERAKTION/@value) = '';Das Datenfeld 'Interaktion mit Personen im direkten Kontakt' ist nicht ausgefüllt;ERROR
qs_data;10051;not(exists(GAKONTAKTPFLEGE/@value)) or string-length(xs:string(GAKONTAKTPFLEGE/@value)) = 0 or xs:string(GAKONTAKTPFLEGE/@value) = '';Das Datenfeld 'Kontaktpflege zu Personen außerhalb des direkten Umfeldes' ist nicht ausgefüllt;ERROR
qs_data;10052;not(exists(DEKUBITUS/@value)) or string-length(xs:string(DEKUBITUS/@value)) = 0 or xs:string(DEKUBITUS/@value) = '';Das Datenfeld 'Hatte der Bewohner bzw. die Bewohnerin in der Zeit seit der letzten Ergebniserfassung einen Dekubitus?' ist nicht ausgefüllt;ERROR
qs_data;10053;not(exists(KOERPERGROESSE/@value)) or string-length(xs:string(KOERPERGROESSE/@value)) = 0 or xs:string(KOERPERGROESSE/@value) = '';Das Datenfeld 'Körpergröße in cm' ist nicht ausgefüllt;ERROR
qs_data;10054;every $v in KOERPERGEWICHTDOKU/@value satisfies not(exists($v)) or string-length(xs:string($v)) = 0 or xs:string($v) = '';Das Datenfeld 'Welche der aufgeführten Punkte trafen laut Pflegedokumentation für den Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung zu?' ist nicht ausgefüllt;ERROR
qs_data;10055;not(exists(STURZ/@value)) or string-length(xs:string(STURZ/@value)) = 0 or xs:string(STURZ/@value) = '';Das Datenfeld 'Ist der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in der Einrichtung gestürzt?' ist nicht ausgefüllt;ERROR
qs_data;10056;not(exists(GURT/@value)) or string-length(xs:string(GURT/@value)) = 0 or xs:string(GURT/@value) = '';Das Datenfeld 'Wurden bei dem Bewohner bzw. der Bewohnerin in den vergangenen 4 Wochen Gurte angewendet?' ist nicht ausgefüllt;ERROR
qs_data;10057;not(exists(SEITENTEILE/@value)) or string-length(xs:string(SEITENTEILE/@value)) = 0 or xs:string(SEITENTEILE/@value) = '';Das Datenfeld 'Wurden bei dem Bewohner bzw. der Bewohnerin in den vergangenen 4 Wochen Bettseitenteile angewendet?' ist nicht ausgefüllt;ERROR
qs_data;10058;not(exists(SCHMERZEN/@value)) or string-length(xs:string(SCHMERZEN/@value)) = 0 or xs:string(SCHMERZEN/@value) = '';Das Datenfeld 'Liegen bei dem Bewohner bzw. der Bewohnerin Anzeichen für länger andauernde Schmerzen vor (z.B. Äußerungen des Bewohners bzw. der Bewohnerin oder Einnahme von Analgetika)?' ist nicht ausgefüllt;ERROR
qs_data;10059;not(exists(NEUEINZUG/@value)) or string-length(xs:string(NEUEINZUG/@value)) = 0 or xs:string(NEUEINZUG/@value) = '';Das Datenfeld 'Ist der Bewohner bzw. die Bewohnerin nach der letzten Ergebniserfassung neu in die Einrichtung eingezogen?' ist nicht ausgefüllt;ERROR
qs_data;20001;exists(GEBURTSMONAT/@value) and not(xs:string(GEBURTSMONAT/@value) = ('1','2','3','4','5','6','7','8','9','10','11','12'));Der Wert des Datenfeldes 'Geburtsmonat' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4','5','6','7','8','9','10','11','12';ERROR
qs_data;20002;exists(GESCHLECHT/@value) and not(xs:string(GESCHLECHT/@value) = ('1','2'));Der Wert des Datenfeldes 'Geschlecht' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2';ERROR
qs_data;20003;exists(PFLEGEGRAD/@value) and not(xs:string(PFLEGEGRAD/@value) = ('0','1','2','3','4','5'));Der Wert des Datenfeldes 'Pflegegrad' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4','5';ERROR
qs_data;20004;exists(APOPLEX/@value) and not(xs:string(APOPLEX/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Apoplex gekommen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20005;exists(FRAKTUR/@value) and not(xs:string(FRAKTUR/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Fraktur gekommen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20006;exists(HERZINFARKT/@value) and not(xs:string(HERZINFARKT/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einem Herzinfarkt gekommen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20007;exists(AMPUTATION/@value) and not(xs:string(AMPUTATION/@value) = ('0','1'));Der Wert des Datenfeldes 'Ist es bei dem Bewohner bzw. der Bewohnerin seit der letzten Ergebniserfassung zu einer Amputation gekommen?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20008;exists(KHBEHANDLUNG/@value) and not(xs:string(KHBEHANDLUNG/@value) = ('0','1','2'));Der Wert des Datenfeldes 'Wurde der Bewohner bzw. die Bewohnerin seit der letzten Ergebniserfassung in einem Krankenhaus behandelt?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2';ERROR
qs_data;20009;exists(BEATMUNG/@value) and not(xs:string(BEATMUNG/@value) = ('0','1','2'));Der Wert des Datenfeldes 'Wird der Bewohner bzw. die Bewohnerin beatmet?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2';ERROR
qs_data;20010;exists(BEWUSSTSEINSZUSTAND/@value) and not(xs:string(BEWUSSTSEINSZUSTAND/@value) = ('1','2','3','4','5'));Der Wert des Datenfeldes 'Bewusstseinszustand des Bewohners bzw. der Bewohnerin' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '1','2','3','4','5';ERROR
qs_data;20011;some $v in DIAGNOSEN/@value satisfies not(xs:string($v) = ('0','1','2','3','4','5','6','7','8','9'));Der Wert von mindestens einem der Datenfelder unter 'Ärztliche Diagnosen für den Bewohner bzw. die Bewohnerin' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4','5','6','7','8','9';ERROR
qs_data;20012;exists(MOBILPOSWECHSEL/@value) and not(xs:string(MOBILPOSWECHSEL/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Positionswechsel im Bett' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20013;exists(MOBILSITZPOSITION/@value) and not(xs:string(MOBILSITZPOSITION/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Halten einer stabilen Sitzposition' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20014;exists(MOBILUMSETZEN/@value) and not(xs:string(MOBILUMSETZEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Sich Umsetzen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20015;exists(MOBILFORTBEWEGUNG/@value) and not(xs:string(MOBILFORTBEWEGUNG/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Fortbewegen innerhalb des Wohnbereichs' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20016;exists(MOBILTREPPENSTEIGEN/@value) and not(xs:string(MOBILTREPPENSTEIGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Treppensteigen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20017;exists(KKFERKENNEN/@value) and not(xs:string(KKFERKENNEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Erkennen von Personen aus dem näheren Umfeld' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20018;exists(KKFORIENTOERTLICH/@value) and not(xs:string(KKFORIENTOERTLICH/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Örtliche Orientierung' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20019;exists(KKFORIENTZEITLICH/@value) and not(xs:string(KKFORIENTZEITLICH/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Zeitliche Orientierung' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20020;exists(KKFERINNERN/@value) and not(xs:string(KKFERINNERN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Sich Erinnern' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20021;exists(KKFHANDLUNGEN/@value) and not(xs:string(KKFHANDLUNGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Steuern von mehrschrittigen Alltagshandlungen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20022;exists(KKFENTSCHEIDUNGEN/@value) and not(xs:string(KKFENTSCHEIDUNGEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Treffen von Entscheidungen im Alltagsleben' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20023;exists(KKFVERSTEHENINFO/@value) and not(xs:string(KKFVERSTEHENINFO/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Verstehen von Sachverhalten und Informationen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20024;exists(KKFGEFAHRERKENNEN/@value) and not(xs:string(KKFGEFAHRERKENNEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Erkennen von Risiken und Gefahren' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20025;exists(KKFMITTEILEN/@value) and not(xs:string(KKFMITTEILEN/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Mitteilen von elementaren Bedürfnissen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20026;exists(KKFVERSTEHENAUF/@value) and not(xs:string(KKFVERSTEHENAUF/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Verstehen von Aufforderungen' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20027;exists(KKFBETEILIGUNG/@value) and not(xs:string(KKFBETEILIGUNG/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Beteiligung an einem Gespräch' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20028;exists(SVERNAEHRUNG/@value) and not(xs:string(SVERNAEHRUNG/@value) = ('0','1'));Der Wert des Datenfeldes 'Erfolgt die Ernährung des Bewohners bzw. der Bewohnerin parenteral oder über eine Sonde?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20029;exists(SVFREMDHILFE/@value) and not(xs:string(SVFREMDHILFE/@value) = ('0','1'));Der Wert des Datenfeldes 'Erfolgt die Bedienung selbständig oder mit Fremdhilfe?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1';ERROR
qs_data;20030;exists(SVERNAEHRUNGUMFANG/@value) and not(xs:string(SVERNAEHRUNGUMFANG/@value) = ('0','6','3'));Der Wert des Datenfeldes 'In welchem Umfang erfolgt eine künstliche Ernährung?' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','6','3';ERROR
qs_data;20031;exists(SVHARNKONTINENZ/@value) and not(xs:string(SVHARNKONTINENZ/@value) = ('0','1','2','3','4'));Der Wert des Datenfeldes 'Blasenkontrolle/Harnkontinenz' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4';ERROR
qs_data;20032;exists(SVSTUHLKONTINENZ/@value) and not(xs:string(SVSTUHLKONTINENZ/@value) = ('0','1','2','3','4'));Der Wert des Datenfeldes 'Darmkontrolle/Stuhlkontinenz' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3','4';ERROR
qs_data;20033;exists(SVOBERKOERPER/@value) and not(xs:string(SVOBERKOERPER/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Waschen des vorderen Oberkörpers' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20034;exists(SVKOPF/@value) and not(xs:string(SVKOPF/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Körperpflege im Bereich des Kopfes' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
qs_data;20035;exists(SVINTIMBEREICH/@value) and not(xs:string(SVINTIMBEREICH/@value) = ('0','1','2','3'));Der Wert des Datenfeldes 'Waschen des Intimbereichs' entspricht keinem der für dieses Datenfeld gültigen Schlüsselwerte: '0','1','2','3';ERROR
